,X,Y,Z,X_r,Y_r,Z_r,G_x,G_y,G_z,dip,azimuth,polarity,surface,series,id,order_series,smooth
711,11.966498,47.972590999999994,-168.002,0.3281034272271422,0.3107605357268996,0.4488393123322904,-0.540587,-0.151558,0.8275239999999999,34.1547732781241,254.3387238479596,1,0,Default series,1,1,0.01
713,220.0,17.04435,-88.0,0.5892181998692382,0.27194072767052724,0.5492544081706182,-0.402065,-0.6966640000000001,0.59414,53.54865109635886,209.99049089056774,1,0,Default series,1,1,0.01
714,262.923737,342.0,-136.0,0.643094242525599,0.6798111901334172,0.4890068568564044,0.769703,0.18628699999999998,-0.610618,127.63420181385501,76.39463821238003,1,0,Default series,1,1,0.01
718,45.714672,121.894035,-158.00799999999998,0.37046269482768424,0.40354357719795764,0.4613833545788374,-0.542797,-0.23573000000000002,0.806103,36.28308719801497,246.52529207235912,1,0,Default series,1,1,0.01
721,272.0,130.381744,-130.0,0.6544863804596366,0.41419698727124127,0.4965378007706811,0.035021,0.967618,-0.24997600000000003,104.47609199463527,2.072801488774392,1,0,Default series,1,1,0.01
722,93.944389,31.736603000000002,-101.10600000000001,0.4309985771157574,0.2903818165567546,0.5328043163471997,0.241484,0.201521,0.94925,18.331993278906484,50.15463805651677,1,0,Default series,1,1,0.01
724,201.086823,40.0,-104.0,0.5654791873312734,0.30075367978148837,0.5291718910658803,-0.861591,0.15561,-0.483162,118.89212167886052,280.2376980760758,1,0,Default series,1,1,0.01
728,35.95816,5.32177,-160.015,0.3582167373825229,0.25722704558542353,0.4588642538395118,-0.15118199999999998,0.97698,-0.150513,98.65665682017286,351.2035793150317,1,0,Default series,1,1,0.01
731,68.895172,1.684893,-116.023,0.3995578690618328,0.25266219280040303,0.5140811346189887,0.639809,-0.636203,0.43115,64.45943580963551,134.83808300320155,1,0,Default series,1,1,0.01
735,9.993265,31.9681,-168.845,0.3256267093850088,0.2906723817106418,0.4477812147123345,-0.015064,-0.12532100000000002,0.992002,7.251339065422979,186.854257024688,1,0,Default series,1,1,0.01
739,225.999985,51.063164,-128.0,0.5967491249561552,0.3146396910478959,0.49904811540877336,-0.44673999999999997,0.645435,0.619546,51.71701143646055,325.31082472604174,1,0,Default series,1,1,0.01
741,254.74937400000002,397.999725,-154.0,0.6328341309776092,0.7500996548317372,0.4664140251135742,-0.153872,0.314905,0.936567,20.517202610407427,333.9584821671634,1,0,Default series,1,1,0.01
750,71.94345899999999,85.732185,-160.563,0.403383948800436,0.3581547665002096,0.4581764276286745,-0.21452,-0.16026300000000002,0.963482,15.531796484353464,233.23742999184296,1,0,Default series,1,1,0.01
753,55.976879000000004,191.101044,-122.008,0.38334337905330057,0.49040926107359845,0.5065690180644977,0.8360559999999999,0.532366,0.132654,82.37701612864419,57.51269612597417,1,0,Default series,1,1,0.01
763,141.935654,161.583527,-142.023,0.49123516463078937,0.45336013357098015,0.4814470443237896,-0.21455,0.9682069999999999,-0.12862,97.3898546740698,347.5054332805571,1,0,Default series,1,1,0.01
765,256.0,56.0,-108.954,0.6344038633548986,0.32083619688622633,0.5229538417073258,0.502575,0.09438099999999999,0.859367,30.754416188084697,79.36402532307632,1,0,Default series,1,1,0.01
769,250.0,73.193398,-156.0,0.6268729194406218,0.34241661622519926,0.46390371047548196,0.339303,-0.934686,0.10599700000000001,83.91538897420018,160.04845382202228,1,0,Default series,1,1,0.01
774,177.976135,185.88696299999998,-154.624,0.5364716381398821,0.4838647691443491,0.46563080694648945,-0.055203999999999996,-0.063061,0.996482,4.80742979389574,221.19910893903156,1,0,Default series,1,1,0.01
775,7.998372,86.823746,-118.001,0.32312280483534495,0.35952484727854495,0.5115984334419156,0.5718300000000001,0.763965,0.29894499999999996,72.60575159684664,36.814959711938585,1,0,Default series,1,1,0.01
776,121.94654799999999,43.746849,-161.276,0.4661456919337006,0.305456564727199,0.4572815004601946,-0.24608400000000002,-0.307783,0.919082,23.20775655386656,218.64364078048933,1,0,Default series,1,1,0.01
779,224.0,11.947102000000001,-116.0,0.5942388291454227,0.26554287953633404,0.5141100032373268,0.043483,-0.773402,0.632423,50.77088582196678,176.7820457829259,1,0,Default series,1,1,0.01
785,292.0,34.0,-153.827,0.679589526840559,0.29322273586721165,0.46663116732976917,-0.05364,-0.12490599999999999,0.990718,7.812587819393671,203.24076281023073,1,0,Default series,1,1,0.01
788,109.94823500000001,62.509624,-98.0182,0.4510859215555444,0.3290067990940646,0.5366799911169504,-0.19456800000000002,-0.38652600000000004,0.9015219999999999,25.64114583809065,206.71959699243877,1,0,Default series,1,1,0.01
795,286.0,300.0867,-148.0,0.6720585829262823,0.6272034048730414,0.47394496902785094,0.29096500000000003,0.438333,0.8504139999999999,31.74327311065308,33.576166531307734,1,0,Default series,1,1,0.01
801,252.0,47.103790000000004,-114.0,0.6293832340787141,0.30967005379295504,0.5166203178754191,0.472383,-0.7366229999999999,-0.483984,118.94592827884446,147.3286819091411,1,0,Default series,1,1,0.01
802,254.431046,58.0,-122.0,0.632434579258552,0.3233465115243186,0.5065790593230501,0.5237109999999999,0.790708,0.317029,71.51665378772668,33.517772512308305,1,0,Default series,1,1,0.01
812,205.438278,22.0,-120.0,0.5709409479230233,0.27816084803865815,0.5090893739611424,-0.641426,-0.170164,0.748075,41.57609753274772,255.14224050945552,1,0,Default series,1,1,0.01
813,94.68897199999999,75.68336500000001,-108.023,0.4319331459178447,0.3455419165294326,0.5241223931713578,-0.62085,0.247833,0.7437229999999999,41.95046875136691,291.7610627735235,1,0,Default series,1,1,0.01
815,231.43086200000002,54.0,-90.0,0.6035657299715445,0.3183258822481341,0.546744093532526,0.39464299999999997,0.806606,0.44005,63.892928623059156,26.07082311361215,1,0,Default series,1,1,0.01
818,218.20768700000002,68.0,-108.0,0.5869685650892668,0.3358980847147798,0.5241512617896958,0.393552,-0.007345999999999999,0.919273,23.179970148845758,91.06935277781346,1,0,Default series,1,1,0.01
826,103.935158,223.06311000000002,-142.023,0.4435385639490065,0.5305266821453337,0.4814470443237896,0.092237,-0.8485299999999999,-0.521046,121.4024412948224,173.79618650618102,1,0,Default series,1,1,0.01
827,216.17712400000002,102.0,-126.0,0.5844198890780324,0.3785734335623479,0.5015584300468656,-0.5014810000000001,0.6375430000000001,0.584856,54.2071822761674,321.8119829544829,1,0,Default series,1,1,0.01
839,110.490402,35.701523,-160.02200000000002,0.45176642643373965,0.29535841491418696,0.45885546773827846,0.966411,0.12209500000000001,-0.226146,103.07027623034358,82.79948068900492,1,0,Default series,1,1,0.01
844,119.93443300000001,49.16087,-132.023,0.4636201710646881,0.3122520128108184,0.49399861751425084,0.253368,-0.9603790000000001,-0.116087,96.66632550556002,165.2209187921174,1,0,Default series,1,1,0.01
859,141.956696,65.24009699999999,-124.015,0.49126157565109674,0.3324339722644724,0.5040499173251721,0.361636,-0.615132,0.7005939999999999,45.5253198481826,149.54873668107183,1,0,Default series,1,1,0.01
867,201.581421,42.0,-98.0,0.566099985630959,0.30326399441958063,0.536702834980157,-0.9193870000000001,0.324844,0.22182,77.18404712806581,289.45967595484456,1,0,Default series,1,1,0.01
868,248.0,222.000015,-154.727,0.6243626048025296,0.5291923306752423,0.46550152574262765,0.087507,-0.18055,0.979665,11.574398371010249,154.1419670720397,1,0,Default series,1,1,0.01
869,141.964218,70.537491,-106.01299999999999,0.4912710169444506,0.33908303511544347,0.5266452593826405,0.42790900000000004,-0.533137,0.729834,43.12752050556509,141.24860645257434,1,0,Default series,1,1,0.01
872,284.0,180.0,-102.811,0.66954826828819,0.4764757044479454,0.5306642731182262,0.12101400000000001,-0.18591400000000002,0.9750850000000001,12.81663236755898,146.93933901508615,1,0,Default series,1,1,0.01
875,101.970383,367.269897,-134.01,0.44107246222747765,0.7115288863045088,0.4915046199213062,-0.14777300000000002,0.855706,-0.495913,119.72997262510293,350.2021515191318,1,0,Default series,1,1,0.01
879,287.934296,322.0,-164.0,0.6744864287078839,0.6547080437524947,0.453862451923113,0.480397,0.865157,0.143953,81.72334555598798,29.042164629958293,1,0,Default series,1,1,0.01
882,83.946373,160.740555,-104.01899999999999,0.41844949415741717,0.4523020710954292,0.5291480430768184,-0.24282800000000002,0.668756,0.702709,45.355246450660125,340.04383635499545,1,0,Default series,1,1,0.01
883,218.0,154.0,-98.9664,0.5867078852311459,0.44384161415274626,0.5354898509470308,0.148748,0.14168499999999998,0.978672,11.854619485655142,46.39309356069148,1,0,Default series,1,1,0.01
885,133.85124199999998,29.819031,-162.013,0.48108795573880503,0.2879749620261567,0.45635644951605764,-0.176743,0.038639,0.983498,10.42329343230607,282.33180717218465,1,0,Default series,1,1,0.01
896,296.0,43.611889,-152.0,0.6846101561167435,0.30528716869542055,0.4689243397516665,-0.096532,-0.087073,0.9915139999999999,7.469589605801403,227.9491683953634,1,0,Default series,1,1,0.01
897,195.960922,343.122498,-144.014,0.5590453751744177,0.6812201017137318,0.4789480261015688,-0.11844400000000001,0.853334,0.507732,59.48712285963637,352.0977521943384,1,0,Default series,1,1,0.01
898,119.949997,29.763176,-165.649,0.46363970633320173,0.28790485521410136,0.4517926975040059,-0.155423,-0.347238,0.924808,22.360579177818817,204.1131891670641,1,0,Default series,1,1,0.01
900,238.590546,34.0,-84.0,0.6125522597462018,0.29322273586721165,0.5542750374468027,0.894875,-0.323473,-0.30751300000000004,107.90941606831156,109.87354648898983,1,0,Default series,1,1,0.01
902,51.980415,172.37733500000002,-150.007,0.3783271880133962,0.46690806068255875,0.47142586828852534,0.311297,-0.8709950000000001,-0.380081,112.33870007340701,160.33291289040005,1,0,Default series,1,1,0.01
915,1.9995080000000003,62.434666,-168.0,0.31559328677978266,0.3289127150117436,0.4488418226469285,-0.47022700000000006,-0.873432,0.126505,82.73232405867682,208.2965582027941,1,0,Default series,1,1,0.01
918,107.936775,8.102801,-158.02200000000002,0.4485612228145759,0.2607176769995677,0.46136578237637066,0.58973,-0.695267,0.410879,65.7399358253675,139.69517316972295,1,0,Default series,1,1,0.01
919,63.999981000000005,389.999908,-132.969,0.39341363425005416,0.7400586259731576,0.4928112386904332,-0.28534,-0.47825500000000004,0.8305739999999999,33.84225309685375,210.82145670662717,1,0,Default series,1,1,0.01
923,101.93448599999999,81.68972,-106.27600000000001,0.44102740584519584,0.3530808369684718,0.5263151530077314,-0.291488,0.5133949999999999,0.807131,36.18343797547555,330.41358184664705,1,0,Default series,1,1,0.01
927,282.0,24.0,-154.77200000000002,0.6670379536500978,0.2806711626767504,0.46544504366327055,-0.022397,-0.060694000000000005,0.9979049999999999,3.709415596095134,200.25482023576146,1,0,Default series,1,1,0.01
929,87.13861800000001,349.904205,-124.007,0.42245626383335555,0.689732210890408,0.5040599585837245,-0.790037,-0.278136,0.546335,56.884059850716184,250.60515839531524,1,0,Default series,1,1,0.01
932,2.0,166.0,-163.186,0.31559390431718365,0.4589035019812997,0.4548841499808165,-0.066091,-0.054877999999999996,0.996303,4.928289883025501,230.29579478961594,1,0,Default series,1,1,0.01
934,227.98898300000002,341.94784500000003,-94.6669,0.5992456303534233,0.6797457274034424,0.5408863998402696,-0.534267,0.358969,0.76531,40.065421125472675,303.89678421420035,1,0,Default series,1,1,0.01
942,244.0,6.0,-157.365,0.6193419755263452,0.25807833093392024,0.462190420734984,0.019506,0.309881,0.950575,18.08906637620487,3.6018306166102,1,0,Default series,1,1,0.01
946,14.858505,71.964943,-124.00299999999999,0.33173335097992485,0.34087471194083047,0.5040649792130008,0.894934,-0.064569,0.44150100000000003,63.800309881886065,94.126708568082,1,0,Default series,1,1,0.01
947,254.0,22.0,-158.069,0.6318935487168064,0.27816084803865815,0.46130678998237556,-0.135245,0.061818,0.9888819999999999,8.551733563729826,294.56426781640323,1,0,Default series,1,1,0.01
952,143.942474,159.004852,-150.02,0.4937540394417975,0.4501234907712889,0.47140955124337774,-0.13936300000000001,0.918199,-0.370794,111.76459364956268,351.36959413425114,1,0,Default series,1,1,0.01
954,262.0,366.0,-153.411,0.6419348072691753,0.7099349657905241,0.46715331277449235,-0.175129,0.217559,0.9602069999999999,16.21779293442803,321.1668930711735,1,0,Default series,1,1,0.01
962,248.42558300000002,34.0,-134.0,0.6248967784198413,0.29322273586721165,0.49151717149449664,0.5118739999999999,-0.6709649999999999,0.536461,57.556952816286845,142.6602705522232,1,0,Default series,1,1,0.01
963,290.0,50.0,-152.945,0.6770792122024667,0.31330525297194955,0.46773821608516786,-0.188086,-0.092315,0.9778049999999999,12.09404993549601,243.85760862391453,1,0,Default series,1,1,0.01
964,280.0,60.0,-153.476,0.6645276390120055,0.3258568261624108,0.46707172754875437,-0.292095,0.103458,0.9507770000000001,18.051754034079757,289.50378836844334,1,0,Default series,1,1,0.01
966,246.0,192.88763400000002,-150.0,0.6218522901644373,0.4926517125882331,0.4714346543897587,0.8498020000000001,0.5098779999999999,0.133642,82.31989933758345,59.036402109378045,1,0,Default series,1,1,0.01
967,59.98106800000001,183.910324,-162.571,0.38836926618349454,0.4813837762363871,0.4556560717320299,-0.322509,-0.144775,0.9354290000000001,20.702436254453538,245.82458322467488,1,0,Default series,1,1,0.01
973,189.798004,34.0,-156.0,0.5513099435400365,0.29322273586721165,0.46390371047548196,-0.9829629999999999,0.058823,0.17413599999999999,79.97161742215226,273.42464069272773,1,0,Default series,1,1,0.01
979,39.964335999999996,21.702328,-170.013,0.36324511851030983,0.2777872228491831,0.44631519096368866,-0.16933399999999998,-0.31416900000000003,0.9341430000000001,20.90987117937871,208.3242306230947,1,0,Default series,1,1,0.01
980,93.924103,5.640517,-129.695,0.43097311499438323,0.25762712321539755,0.49692062375299023,0.879926,0.086103,0.467243,62.14451799012403,84.41125437931328,1,0,Default series,1,1,0.01
981,189.998947,85.995041,-158.954,0.5515621586171976,0.3584846921324648,0.4601959757550197,0.013293000000000001,-0.016903,0.999769,1.2315498075916458,141.8174825500323,1,0,Default series,1,1,0.01
982,167.927338,371.655823,-94.4412,0.5238588170377233,0.7170339134242034,0.5411696888471784,0.130678,-0.01993,0.991225,7.595900772637039,98.6714891709538,1,0,Default series,1,1,0.01
986,167.29521200000002,239.43432599999997,-131.77700000000002,0.523065399462264,0.5510751337294186,0.49430738621473613,0.663532,-0.744663,0.072128,85.86377830131164,138.29736355606101,1,0,Default series,1,1,0.01
989,228.0,42.0,-76.3364,0.5992594584216072,0.30326399441958063,0.5638940610770447,-0.089108,0.257841,0.9620690000000001,15.831322370106587,340.9352175731441,1,0,Default series,1,1,0.01
992,156.48494,37.918537,-158.006,0.5094968074405847,0.29814111626271467,0.46138586489347544,-0.265733,-0.122081,0.9562860000000001,17.003675201070198,245.32536947683036,1,0,Default series,1,1,0.01
995,208.011215,46.0,-86.0,0.5741703886300178,0.3082846236957651,0.5517647228087105,-0.776447,0.548553,0.310193,71.92913805206634,305.2408707300134,1,0,Default series,1,1,0.01
996,143.960938,62.451983999999996,-150.014,0.49377721466653635,0.32893445182619474,0.47141708218729206,0.27255,-0.9312229999999999,-0.241952,104.00177766603404,163.68632173872894,1,0,Default series,1,1,0.01
997,153.980026,39.905403,-158.286,0.5063527462999036,0.3006349456645786,0.46103442084414253,-0.173532,-0.169551,0.970123,14.040849374484036,225.6648078217458,1,0,Default series,1,1,0.01
1005,215.969269,382.93866,-134.011,0.5841589983534821,0.7311956488643578,0.49150336476398715,0.479493,-0.708485,-0.517818,121.18600073713147,145.91039332053882,1,0,Default series,1,1,0.01
1016,167.93222,292.867432,-110.024,0.523864944715755,0.6181420878046859,0.5216108233759464,0.24323699999999998,-0.7813100000000001,0.574797,54.914582778607326,162.70761871501912,1,0,Default series,1,1,0.01
1022,65.992958,303.023224,-144.002,0.3959151339182947,0.6308892044641959,0.4789630879893973,-0.570943,-0.679419,0.460883,62.55589943194825,220.04168074705498,1,0,Default series,1,1,0.01
1029,296.0,20.0,-155.526,0.6846101561167435,0.27565053340056594,0.46449865504470983,0.184554,0.063988,0.9807370000000001,11.264170588524069,70.87770177388033,1,0,Default series,1,1,0.01
1038,259.534332,121.99999199999999,-120.0,0.6388400060326376,0.4036765699020118,0.5090893739611424,-0.600983,0.7156239999999999,0.355951,69.14825977136307,319.97636768870314,1,0,Default series,1,1,0.01
1039,237.00125099999997,48.0,-86.0,0.6105574444948284,0.31079493833385735,0.5517647228087105,0.829565,0.522663,-0.19658399999999998,101.3372713384266,57.787240441299325,1,0,Default series,1,1,0.01
1042,254.0,318.0,-141.47,0.6318935487168064,0.6496874144763103,0.4821411463212221,0.17716300000000001,-0.784929,0.593716,53.57884731978375,167.28113350195216,1,0,Default series,1,1,0.01
1043,250.0,18.0,-159.265,0.6268729194406218,0.2731402187624737,0.45980562182879636,-0.357917,-0.06632,0.9313950000000001,21.34667535243,259.5024754763022,1,0,Default series,1,1,0.01
1045,139.967468,33.845924,-161.424,0.48876478156764525,0.29302934624812227,0.45709573717697577,-0.020665,-0.063986,0.9977370000000001,3.85533252259432,197.89844730162514,1,0,Default series,1,1,0.01
1051,296.0,2.0,-158.649,0.6846101561167435,0.2530577016577358,0.46057879873732877,0.191916,-0.30337,0.9333459999999999,21.03744817235838,147.6819965637094,1,0,Default series,1,1,0.01
1056,268.0,79.64805600000001,-124.0,0.6494657511834521,0.3505182274558389,0.5040687446849579,0.060153,-0.930514,0.36128299999999997,68.82098963278997,176.30126567217877,1,0,Default series,1,1,0.01
1058,262.0,56.0,-131.311,0.6419348072691753,0.32083619688622633,0.49489228952541164,0.639821,0.040064999999999996,0.767479,39.87195813882122,86.41686965449485,1,0,Default series,1,1,0.01
1063,3.167609,88.0,-102.0,0.31705943729931774,0.36100123109570226,0.5316822057039725,0.738574,0.511387,0.439308,63.94026284843238,55.30135723748433,1,0,Default series,1,1,0.01
1065,292.0,40.0,-153.002,0.679589526840559,0.30075367978148837,0.46766667211798224,-0.15804200000000002,-0.127708,0.979139,11.723656377779136,231.05958144430625,1,0,Default series,1,1,0.01
1081,129.938629,95.709328,-149.371,0.47617701089526004,0.37067765055982943,0.4722241483434387,0.015024000000000001,0.685063,-0.728328,136.7464069294129,1.256342592577537,1,0,Default series,1,1,0.01
1082,83.968964,262.880493,-148.011,0.41847784941641175,0.5805037618430463,0.47393116229734145,-0.464556,0.885241,-0.023157,91.32691697667165,332.31044874960867,1,0,Default series,1,1,0.01
1091,31.973732000000002,31.15395,-168.00900000000001,0.3532156534161106,0.2896504953793404,0.44883052623105707,-0.093385,-0.3634,0.926941,22.037114661912057,194.41179389931366,1,0,Default series,1,1,0.01
1095,22.0,395.171356,-130.0,0.3406970506981061,0.746549606780424,0.4965378007706811,0.43164300000000005,-0.244929,0.8681559999999999,29.75494321406297,119.57205871176441,1,0,Default series,1,1,0.01
1099,189.999786,48.976547,-138.0,0.5515632116941883,0.31202065844829985,0.4864965422183122,-0.5777140000000001,-0.8157220000000001,-0.029057,91.6650778281555,215.3070466107795,1,0,Default series,1,1,0.01
1115,187.09878500000002,69.990143,-128.001,0.5479219990564782,0.3383960272671782,0.49904686025145434,-0.75266,0.595608,0.28063299999999997,73.70201225080974,308.3558859721686,1,0,Default series,1,1,0.01
1116,284.0,176.631699,-148.0,0.66954826828819,0.47224795679504505,0.47394496902785094,-0.009601,-0.25661799999999996,-0.966465,165.1198267001324,182.14264129408411,1,0,Default series,1,1,0.01
1131,115.94638799999998,5.746075,-161.006,0.4586145471942528,0.25775961511168144,0.45762039293633705,0.012908000000000001,0.092526,0.995627,5.360258819962293,7.941889704356483,1,0,Default series,1,1,0.01
1135,35.999432,227.34207200000003,-152.0,0.35826854023539456,0.535897452617554,0.4689243397516665,0.24256100000000003,0.968367,-0.058557000000000005,93.35698930397838,14.062371605189663,1,0,Default series,1,1,0.01
1136,276.0,140.0,-148.736,0.659507009735821,0.42626941168610055,0.473021173241033,-0.021401,-0.11893499999999999,0.9926709999999999,6.941056723749681,190.20056734665283,1,0,Default series,1,1,0.01
1137,89.945274,155.740799,-98.94200000000001,0.42597905865380026,0.4460265907585844,0.5355204767856155,-0.048,0.47492799999999996,0.8787149999999999,28.512258964026543,354.22883001782793,1,0,Default series,1,1,0.01
1140,2.0,172.0,-162.519,0.31559390431718365,0.4664344458955765,0.4557213399126203,0.113946,-0.11669000000000002,0.98661,9.38671675152887,135.6816464099159,1,0,Default series,1,1,0.01
1152,215.36207599999997,58.0,-108.0,0.5833968756154585,0.3233465115243186,0.5241512617896958,0.631249,-0.18126099999999998,0.754101,41.05312097974433,106.0212387535447,1,0,Default series,1,1,0.01
1153,186.366745,57.99623100000001,-114.0,0.5470031736926436,0.3233417808363831,0.5166203178754191,-0.984492,-0.16741099999999998,0.05243300000000001,86.99443215759068,260.34927585167287,1,0,Default series,1,1,0.01
1167,186.54187,51.995201,-130.0,0.5472229831181415,0.31580954411006773,0.4965378007706811,-0.888241,-0.419717,-0.186722,100.76154533426406,244.70804606042265,1,0,Default series,1,1,0.01
1172,224.54023700000002,68.0,-116.0,0.5949169115699923,0.3358980847147798,0.5141100032373268,0.94525,-0.227384,0.234092,76.46189466381824,103.52576160674931,1,0,Default series,1,1,0.01
1179,94.946533,127.663101,-150.025,0.43225642549209553,0.41078466261191776,0.4714032754567825,0.476612,-0.8786870000000001,-0.027395,91.56981427547518,151.5239825761207,1,0,Default series,1,1,0.01
1181,258.164642,74.0,-128.0,0.6371208296043133,0.34342902862905655,0.49904811540877336,0.408667,-0.589117,0.697088,45.80616176846321,145.2511821878125,1,0,Default series,1,1,0.01
1183,262.0,192.0,-160.148,0.6419348072691753,0.4915375922764989,0.45869731791607865,-0.246939,-0.128921,0.960417,16.174655918786282,242.43200553350863,1,0,Default series,1,1,0.01
1190,230.0,82.88544499999999,-108.0,0.6017697730596994,0.35458165995378826,0.5241512617896958,-0.09547699999999999,-0.617909,0.780431,38.699945689833974,188.78366612022222,1,0,Default series,1,1,0.01
1195,108.83101699999999,323.75778199999996,-134.015,0.4496836372058743,0.6569143366950823,0.49149834413471094,-0.565237,-0.775756,-0.28055399999999997,106.29327193268031,216.0781026832822,1,0,Default series,1,1,0.01
1204,188.554398,41.999503999999995,-150.0,0.5497490223671269,0.3032633718615504,0.4714346543897587,-0.85505,-0.199504,0.47863100000000003,61.40397141785295,256.86646490210876,1,0,Default series,1,1,0.01
1206,99.93692800000001,-0.298759,-165.16299999999998,0.4385201563012767,0.25017239747416264,0.45240270396106236,-0.053436000000000004,-0.446053,0.89341,26.695075937379528,186.831331106803,1,0,Default series,1,1,0.01
1207,220.0,8.945528,-122.0,0.5892181998692382,0.2617754319615755,0.5065790593230501,-0.13334300000000002,-0.990771,0.024327,88.60602805594388,187.66509915684065,1,0,Default series,1,1,0.01
1209,53.94619399999999,21.327894,-164.019,0.38079454991287337,0.27731724927358337,0.4538386039340511,-0.395789,0.133459,0.908592,24.6885041870356,288.6339697228415,1,0,Default series,1,1,0.01
1210,230.639511,18.0,-120.0,0.60257245997196,0.2731402187624737,0.5090893739611424,0.998085,0.057878,-0.021844,91.2516685622432,86.68118899085852,1,0,Default series,1,1,0.01
1213,246.419891,314.0,-144.0,0.622379319426289,0.6446667852001258,0.4789655983040354,0.22380799999999998,-0.721626,0.655107,49.07223624094755,162.76903501683094,1,0,Default series,1,1,0.01
1217,268.0,54.0,-156.7,0.6494657511834521,0.3183258822481341,0.4630251003521497,0.019775,-0.054375,0.998325,3.3166960597027977,160.01477838416938,1,0,Default series,1,1,0.01
1226,224.594437,64.0,-126.0,0.5949849410966845,0.33087745543859526,0.5015584300468656,0.660474,-0.625416,0.41548599999999997,65.45007405523582,133.43829723045883,1,0,Default series,1,1,0.01
1229,149.984604,1.9270779999999998,-163.05,0.5013378631339256,0.2529661730757162,0.45505485137620677,0.229834,0.37795100000000004,0.8968440000000001,26.253723043503406,31.304005347332673,1,0,Default series,1,1,0.01
1230,220.0,54.0,-114.49,0.5892181998692382,0.3183258822481341,0.5160052907890865,0.014978,-0.192992,-0.981086,168.83866279597314,175.56220263129384,1,0,Default series,1,1,0.01
1234,171.926086,350.751404,-106.02600000000001,0.5288778748569444,0.6907955789159467,0.5266289423374928,0.087702,-0.954241,0.28588800000000003,73.38806408122032,174.74883480722306,1,0,Default series,1,1,0.01
1238,248.0,64.10593399999999,-154.0,0.6243626048025296,0.3310104192740311,0.4664140251135742,0.235323,0.957041,-0.169397,99.75276122320768,13.814181304709972,1,0,Default series,1,1,0.01
1240,262.0,192.0,-130.888,0.6419348072691753,0.4915375922764989,0.49542322107136816,-0.49600600000000006,0.818667,-0.289418,106.82311574508037,328.78957356908046,1,0,Default series,1,1,0.01
1241,234.000015,240.19905099999997,-134.0,0.6067904211632437,0.5520349839102261,0.49151717149449664,0.246288,-0.547121,0.8000010000000001,36.86980215277205,155.76497896506558,1,0,Default series,1,1,0.01
1242,114.623131,165.675964,-154.024,0.4569536514857238,0.4584967858242653,0.4663839013379171,0.8389709999999999,0.401895,-0.36689,111.52394290776735,64.40402986226252,1,0,Default series,1,1,0.01
1248,155.98400900000001,29.924228999999997,-158.8,0.5088680602295975,0.2881070020658057,0.4603892699821528,-0.5767100000000001,0.05329400000000001,0.815209,35.39196742231883,275.27973072569944,1,0,Default series,1,1,0.01
1259,149.959854,141.80983,-97.255,0.5013067979902792,0.4285410330568298,0.5376379271828464,0.227698,0.233314,0.945367,19.02665733393864,44.30206332530922,1,0,Default series,1,1,0.01
1267,83.927605,86.514267,-120.025,0.4184259373648533,0.3591364024466039,0.5090579950281662,-0.100324,0.8973479999999999,0.42977,64.54703534758558,353.6207910012589,1,0,Default series,1,1,0.01
1270,81.945313,175.097229,-144.019,0.4159378490525667,0.47032195554368833,0.47894175031497355,-0.589404,0.74854,-0.303793,107.68556263137702,321.7829342673476,1,0,Default series,1,1,0.01
1273,189.142227,32.0,-152.0,0.5504868402388244,0.2907124212291194,0.4689243397516665,-0.979402,0.024703,-0.200401,101.56040939434939,271.44483839386896,1,0,Default series,1,1,0.01
1276,192.41798400000002,10.0,-154.0,0.554598430612791,0.2630989602101047,0.4664140251135742,-0.63255,-0.068458,0.7714880000000001,39.512301368780115,263.8231802136745,1,0,Default series,1,1,0.01
1278,224.0,74.0,-111.59,0.5942388291454227,0.34342902862905655,0.5196452470143202,0.6371979999999999,-0.267204,0.722897,43.70581698278712,112.75035964349868,1,0,Default series,1,1,0.01
1280,256.0,124.00000800000001,-151.611,0.6344038633548986,0.4061869046226212,0.4694125959487754,0.031193000000000002,-0.058327,0.9978100000000001,3.792616920107247,151.86234223790782,1,0,Default series,1,1,0.01
1297,167.993607,24.542662,-154.002,0.5239419950580992,0.2813522888578186,0.4664115147989361,0.0017399999999999998,0.063537,0.997978,3.644193352959709,1.5686882419038508,1,0,Default series,1,1,0.01
1304,225.999985,1.38986,-152.0,0.5967491249561552,0.2522918799710929,0.4689243397516665,0.24591500000000002,-0.49599,0.832778,33.61482763908796,153.6274930577157,1,0,Default series,1,1,0.01
1312,158.588684,221.11393700000002,-147.929,0.512137337119584,0.5280801633882966,0.47403408519750323,-0.27497,0.133852,0.95209,17.807381811484703,295.95624694118936,1,0,Default series,1,1,0.01
1322,53.995734999999996,251.97979700000002,-157.004,0.38085673166161627,0.5668216734759496,0.4626435325271597,0.19930699999999998,-0.07407000000000001,0.9771340000000001,12.276194740643705,110.38696527735073,1,0,Default series,1,1,0.01
1327,182.322922,69.978806,-136.002,0.5419275396572666,0.33838179754865216,0.4890043465417663,-0.8343809999999999,0.44396499999999994,0.32665500000000003,70.9341271486495,298.01695430759224,1,0,Default series,1,1,0.01
1334,260.0,80.779259,-110.0,0.639424492631083,0.35193806518061577,0.5216409471516036,0.075615,-0.9573780000000001,0.27876300000000004,73.81360944334783,175.48407701638519,1,0,Default series,1,1,0.01
1336,248.0,186.0,-162.018,0.6243626048025296,0.4840066483622222,0.4563501737294624,0.43400299999999997,-0.153619,0.887718,27.412122167448945,109.49184409121526,1,0,Default series,1,1,0.01
