,X,Y,Z,X_r,Y_r,Z_r,surface,series,id,order_series,smooth
665,128.90739399999998,229.345871,-111.78200000000001,0.47488264873735353,0.5384125355983012,0.5194042568090633,0,Default series,1,1,2e-06
666,163.985931,79.93334200000001,-101.186,0.5189117311943338,0.35087630626676025,0.5327039037616761,0,Default series,1,1,2e-06
668,117.931877,221.67735299999998,-148.529,0.4611066482444884,0.5287873391043643,0.47328099080607555,0,Default series,1,1,2e-06
669,99.942192,35.306854,-104.02,0.43852676344940417,0.2948630432302363,0.5291467879194994,0,Default series,1,1,2e-06
670,181.933716,355.686035,-102.87899999999999,0.54143902489775,0.6969893171323885,0.5305789224205311,0,Default series,1,1,2e-06
672,230.0,222.000015,-152.93200000000002,0.6017697730596994,0.5291923306752423,0.46775453313031545,0,Default series,1,1,2e-06
673,53.936852,17.046228,-132.02200000000002,0.38078282423319887,0.2719430848559724,0.49399987267156986,0,Default series,1,1,2e-06
674,252.0,212.000015,-156.717,0.6293832340787141,0.5166407574847811,0.46300376267772586,0,Default series,1,1,2e-06
675,258.0,54.365607999999995,-120.0,0.6369141779929908,0.3187847778052359,0.5090893739611424,0,Default series,1,1,2e-06
676,286.0,127.30918100000001,-128.0,0.6720585829262823,0.41034043733356096,0.49904811540877336,0,Default series,1,1,2e-06
677,258.0,96.0,-102.59,0.6369141779929908,0.3710424896480712,0.5309416628857353,0,Default series,1,1,2e-06
679,123.938797,171.053192,-160.02200000000002,0.4686462778474129,0.46524605290464505,0.45885546773827846,0,Default series,1,1,2e-06
680,241.009186,62.000004000000004,-118.0,0.6155880334443395,0.32836714582113236,0.5115996885992345,0,Default series,1,1,2e-06
681,216.0,148.0,-98.4401,0.5841975705930538,0.43631067023846953,0.5361504402440448,0,Default series,1,1,2e-06
682,253.999969,385.99987799999997,-152.469,0.6318935098069295,0.7350379590422536,0.46833567096903383,0,Default series,1,1,2e-06
683,119.95156899999999,69.770615,-98.6749,0.46364167944050727,0.33812048509124265,0.5358557293055328,0,Default series,1,1,2e-06
684,109.88638300000001,226.722275,-117.948,0.45100828756504674,0.5351195098766811,0.511664956779825,0,Default series,1,1,2e-06
686,59.240162,21.717098,-162.02100000000002,0.38743931259486936,0.27780576152278535,0.4563464082575052,0,Default series,1,1,2e-06
688,208.0,120.0,-147.77200000000002,0.5741563120406847,0.4011662653051781,0.4742311448965934,0,Default series,1,1,2e-06
690,39.988682,145.946396,-159.264,0.3632756765703993,0.4337330741474471,0.4598068769861154,0,Default series,1,1,2e-06
692,276.0,20.0,-155.095,0.659507009735821,0.27565053340056594,0.4650396278492187,0,Default series,1,1,2e-06
693,240.0,25.058075,-144.0,0.6143213462501607,0.28199921325710015,0.4789655983040354,0,Default series,1,1,2e-06
694,121.92793999999999,94.491463,-138.025,0.4661223359663078,0.3691490383914693,0.486465163285336,0,Default series,1,1,2e-06
695,57.96946,137.855362,-103.73700000000001,0.3858443816792428,0.42357755360369614,0.5295019974407894,0,Default series,1,1,2e-06
697,257.338867,120.0,-140.0,0.6360843520691779,0.4011662653051781,0.4839862275802199,0,Default series,1,1,2e-06
699,101.928291,16.879637,-126.025,0.44101963014560436,0.2717339869430352,0.5015270511138895,0,Default series,1,1,2e-06
700,270.0,83.399139,-112.0,0.6519760658215443,0.3552264267376384,0.5191306325135113,0,Default series,1,1,2e-06
701,256.0,186.81778,-128.0,0.6344038633548986,0.4850330909145917,0.49904811540877336,0,Default series,1,1,2e-06
702,85.93276999999999,15.68159,-112.789,0.4209427348904984,0.27023024948242397,0.518140313388784,0,Default series,1,1,2e-06
703,114.552773,149.623703,-122.02799999999999,0.4568653411270704,0.43834867294287666,0.5065439149181168,0,Default series,1,1,2e-06
704,97.932983,87.682587,-161.311,0.4360048900675608,0.36060282784559183,0.457237569954028,0,Default series,1,1,2e-06
706,237.99940499999997,309.78997799999996,-146.0,0.6118102847934636,0.6393825452734805,0.4764552836659432,0,Default series,1,1,2e-06
707,-0.0008230000000000001,59.996101,-157.375,0.3130825566846178,0.3258519323040239,0.46217786916179354,0,Default series,1,1,2e-06
708,65.968216,165.849457,-158.35,0.39588407881590687,0.45871454683301854,0.4609540907757236,0,Default series,1,1,2e-06
709,105.924194,43.509926,-140.02700000000002,0.44603511704225274,0.30515918908969863,0.48395233833260565,0,Default series,1,1,2e-06
710,228.0,15.704068,-88.0,0.5992594584216072,0.27025846290864153,0.5492544081706182,0,Default series,1,1,2e-06
712,111.92736799999999,49.527149,-140.026,0.45357004482586005,0.31271175057848133,0.4839535934899247,0,Default series,1,1,2e-06
715,19.992183999999998,69.962975,-166.835,0.3381769257504082,0.33836192715313435,0.45030408092361723,0,Default series,1,1,2e-06
716,91.932426,107.67997,-156.843,0.42847324703065737,0.38570268947981035,0.4628456128555261,0,Default series,1,1,2e-06
717,251.658234,137.53788799999998,-108.915,0.6289542639824129,0.4231790737889892,0.5230027928427686,0,Default series,1,1,2e-06
719,268.0,32.0,-158.291,0.6494657511834521,0.2907124212291194,0.4610281450575473,0,Default series,1,1,2e-06
720,232.0,42.0,-76.3229,0.6042800876977916,0.30326399441958063,0.5639110057008517,0,Default series,1,1,2e-06
723,286.147858,350.0,-160.0,0.6722441679771618,0.6898524486857861,0.4588830811992975,0,Default series,1,1,2e-06
725,143.9664,59.840839,-160.547,0.493784070335813,0.3256570540683541,0.4581965101457792,0,Default series,1,1,2e-06
726,190.721588,71.996262,-120.0,0.5524691867573904,0.3409140222129057,0.5090893739611424,0,Default series,1,1,2e-06
727,186.60218799999998,117.966827,-148.002,0.5472986916973118,0.3986143133333412,0.47394245871321283,0,Default series,1,1,2e-06
729,181.989243,117.50698100000001,-146.004,0.5415087200182046,0.3980371342608071,0.476450263036667,0,Default series,1,1,2e-06
730,99.961258,332.771667,-128.014,0.4385506942788491,0.6682281804258723,0.49903054320630674,0,Default series,1,1,2e-06
732,246.0,68.0,-112.715,0.6218522901644373,0.3358980847147798,0.5182331950303933,0,Default series,1,1,2e-06
733,235.177979,56.0,-122.0,0.6082689512994165,0.32083619688622633,0.5065790593230501,0,Default series,1,1,2e-06
734,3.9998620000000003,102.955597,-148.0,0.3181040457435659,0.37977285813095646,0.47394496902785094,0,Default series,1,1,2e-06
736,71.939392,25.712938,-169.293,0.4033788440756194,0.28282116934452267,0.4472189042334019,0,Default series,1,1,2e-06
737,169.94847099999998,243.022949,-140.018,0.526395656915439,0.5555794201531659,0.4839636347484771,0,Default series,1,1,2e-06
738,256.57138100000003,177.520615,-103.846,0.6351210363990125,0.47336368621846225,0.5293651852930134,0,Default series,1,1,2e-06
740,136.674942,107.71923799999999,-144.02100000000002,0.4846321434605956,0.3857519769974146,0.47893924000033544,0,Default series,1,1,2e-06
742,179.987625,133.94136,-102.82,0.5389963745355701,0.41866486534663494,0.5306529767023548,0,Default series,1,1,2e-06
743,195.996475,151.983307,-98.3186,0.5590899997825817,0.4413103471735272,0.536302941858309,0,Default series,1,1,2e-06
744,194.0,20.0,-139.113,0.556584109574039,0.27565053340056594,0.48509955212221384,0,Default series,1,1,2e-06
745,37.984879,109.928375,-164.25,0.3607605885690227,0.38852479147174024,0.45354866259335147,0,Default series,1,1,2e-06
746,64.480164,45.696135999999996,-122.023,0.39401633945698566,0.3079032265721705,0.5065501907047121,0,Default series,1,1,2e-06
747,242.629852,196.0,-158.0,0.6176222242359687,0.49655822155268337,0.4613933958373897,0,Default series,1,1,2e-06
748,123.92498799999998,128.624435,-124.02600000000001,0.4686289453799942,0.41199128801806567,0.5040361105946627,0,Default series,1,1,2e-06
749,101.92433199999999,167.641617,-120.70700000000001,0.44101466097777825,0.46096398957392026,0.5082019777365767,0,Default series,1,1,2e-06
751,40.081367,11.785975,-122.016,0.36339201082651507,0.26534063980298817,0.5065589768059454,0,Default series,1,1,2e-06
752,103.927414,10.428217,-138.025,0.4435288440107278,0.26363643991179464,0.486465163285336,0,Default series,1,1,2e-06
754,50.719074,17.727451000000002,-154.02,0.3767440066254333,0.272798126890325,0.4663889219671933,0,Default series,1,1,2e-06
755,109.927025,44.311646,-132.026,0.4510592996688074,0.3061654738155243,0.49399485204229365,0,Default series,1,1,2e-06
756,131.799225,103.771889,-166.017,0.478512351582448,0.38079743300923524,0.45133079961059697,0,Default series,1,1,2e-06
757,260.337738,398.0,-154.0,0.639848406953703,0.7501,0.4664140251135742,0,Default series,1,1,2e-06
758,95.941109,59.721088,-101.50299999999999,0.43350477483784317,0.32550674772424104,0.5323060188915385,0,Default series,1,1,2e-06
759,91.933899,91.686913,-160.908,0.42847509587738836,0.3656288869323385,0.4577433983536036,0,Default series,1,1,2e-06
760,7.995953,63.41243000000001,-152.001,0.3231197686097902,0.33013996265264334,0.4689230845943474,0,Default series,1,1,2e-06
761,75.961792,214.28001400000002,-142.013,0.40842758887575054,0.519502514917049,0.48145959589698006,0,Default series,1,1,2e-06
762,220.73161299999998,6.0,-144.0,0.5901364892808975,0.25807833093392024,0.4789655983040354,0,Default series,1,1,2e-06
764,114.600502,163.618134,-130.028,0.4569252485307511,0.4559138854384126,0.49650265636574786,0,Default series,1,1,2e-06
766,159.989716,21.951303,-162.064,0.5138958526886018,0.2780997256426926,0.4562924364927863,0,Default series,1,1,2e-06
767,87.93267800000001,70.051987,-110.024,0.4234529340541173,0.33847365121641726,0.5216108233759464,0,Default series,1,1,2e-06
768,129.02027900000002,175.698547,-156.02200000000002,0.4750243371713141,0.4710767042324625,0.4638760970144629,0,Default series,1,1,2e-06
770,155.967926,109.848114,-106.929,0.5088478735344353,0.3884240512901562,0.5254955352783942,0,Default series,1,1,2e-06
771,57.976002,197.886322,-129.095,0.385852592918424,0.4989258524170611,0.49767371814441785,0,Default series,1,1,2e-06
772,264.0,380.0,-152.088,0.6444451219072675,0.7275071682571698,0.4688138859075904,0,Default series,1,1,2e-06
773,115.269714,27.719584,-118.021,0.4577652148705446,0.2853398257581573,0.5115733302955346,0,Default series,1,1,2e-06
777,117.946281,34.341644,-164.019,0.4611247275305119,0.2936515528343199,0.4538386039340511,0,Default series,1,1,2e-06
778,135.960052,71.81076800000001,-103.115,0.48373484404478273,0.34068119806116653,0.5302827052932362,0,Default series,1,1,2e-06
780,71.943962,53.734584999999996,-105.416,0.40338458014456746,0.3179927446682994,0.527394588302111,0,Default series,1,1,2e-06
781,23.970209,0.468995,-124.01,0.34316997294450663,0.25113604952648955,0.5040561931117674,0,Default series,1,1,2e-06
782,241.986328,28.0,-136.0,0.6168145003773868,0.2856917919529349,0.4890068568564044,0,Default series,1,1,2e-06
783,159.978745,78.717361,-110.007,0.5138820823576545,0.34935005881478925,0.5216321610503702,0,Default series,1,1,2e-06
784,119.932938,197.68237299999998,-153.035,0.46361829460449616,0.49866986433699895,0.4676252519264537,0,Default series,1,1,2e-06
786,69.813843,43.659003999999996,-130.025,0.4007109456912783,0.3053463054325074,0.496506421837705,0,Default series,1,1,2e-06
787,286.0,24.0,-154.93,0.6720585829262823,0.2806711626767504,0.4652467288068613,0,Default series,1,1,2e-06
789,109.932449,223.680054,-144.092,0.4510661076421059,0.5313010439223753,0.47885012383068315,0,Default series,1,1,2e-06
790,192.387405,79.994896,-134.0,0.5545600491571319,0.3509535662203768,0.49151717149449664,0,Default series,1,1,2e-06
791,109.941689,1.7238209999999998,-161.589,0.4510777052957339,0.2527110535645189,0.4568886362193332,0,Default series,1,1,2e-06
792,65.932098,51.678394,-143.736,0.3958387450438576,0.3154119014852927,0.47929695983626364,0,Default series,1,1,2e-06
793,183.998795,84.594635,-94.0004,0.5440310239190084,0.3567269622919287,0.5417229621934139,0,Default series,1,1,2e-06
794,280.0,113.99999199999999,-96.7332,0.6645276390120055,0.3936353113496428,0.5382928682719247,0,Default series,1,1,2e-06
796,39.992188,165.743576,-100.00299999999999,0.36328007715195987,0.4585816495209206,0.5341887548701076,0,Default series,1,1,2e-06
797,242.739838,154.54934699999998,-101.61399999999999,0.6177602739688614,0.44453113106049225,0.5321666964291244,0,Default series,1,1,2e-06
798,35.970062,39.858212,-164.78799999999998,0.3582316762649342,0.30057571353553547,0.45287338795570464,0,Default series,1,1,2e-06
799,200.000015,45.064995,-126.0,0.5641150723156756,0.3071110453266704,0.5015584300468656,0,Default series,1,1,2e-06
800,135.96524,21.835365,-161.188,0.4837413558009539,0.27795420521343706,0.4573919543042707,0,Default series,1,1,2e-06
803,214.39195299999997,125.96913899999998,-121.36,0.5821792186316335,0.40865847380943177,0.5073823600072396,0,Default series,1,1,2e-06
804,288.0,28.0,-154.72899999999998,0.6745688975643744,0.2856917919529349,0.4654990154279896,0,Default series,1,1,2e-06
805,64.821915,61.689098,-136.023,0.394445290725927,0.32797690987969697,0.4889779882380663,0,Default series,1,1,2e-06
806,171.99035600000002,77.83367199999999,-108.00299999999999,0.5289585438178395,0.3482408900986787,0.5241474963177387,0,Default series,1,1,2e-06
807,216.0,86.065125,-114.0,0.5841975705930538,0.35857265857801285,0.5166203178754191,0,Default series,1,1,2e-06
808,157.221054,71.868362,-130.01,0.510420746315337,0.3407534875917997,0.4965252491974907,0,Default series,1,1,2e-06
809,252.0,64.0,-109.04899999999999,0.6293832340787141,0.33087745543859526,0.5228346017620165,0,Default series,1,1,2e-06
810,77.712036,27.680816999999998,-164.024,0.4106244204424671,0.2852911670743698,0.4538323281474559,0,Default series,1,1,2e-06
811,115.946228,11.021182000000001,-162.019,0.45861434636908177,0.26438070427148286,0.4563489185721433,0,Default series,1,1,2e-06
814,247.441315,135.74758899999998,-112.795,0.6236613672357383,0.42093196689585827,0.5181327824448696,0,Default series,1,1,2e-06
816,286.681732,90.0,-118.0,0.6729142638357102,0.36351154573379446,0.5115996885992345,0,Default series,1,1,2e-06
817,9.99403,61.029728000000006,-128.002,0.32562766958035794,0.32714929679823757,0.49904560509413526,0,Default series,1,1,2e-06
819,67.988876,279.94732700000003,-149.217,0.39842032500421065,0.6019253234510915,0.4724174425705718,0,Default series,1,1,2e-06
820,98.72068,7.642707000000001,-136.02700000000002,0.4369935737223015,0.2601401866480185,0.4889729676087901,0,Default series,1,1,2e-06
821,228.0,32.0,-77.3423,0.5992594584216072,0.2907124212291194,0.5626314983298161,0,Default series,1,1,2e-06
822,99.93915600000001,69.711777,-102.708,0.43852295279178355,0.33804663414490455,0.5307935543220879,0,Default series,1,1,2e-06
823,270.0,188.0,-144.484,0.6519760658215443,0.4865169630003144,0.4783581021616171,0,Default series,1,1,2e-06
824,225.999985,12.889213,-100.0,0.5967491249561552,0.26672537705333793,0.5341925203420648,0,Default series,1,1,2e-06
825,115.28031200000001,39.69558,-122.023,0.45777851702781186,0.30037158479042436,0.5065501907047121,0,Default series,1,1,2e-06
828,260.0,34.0,-141.14,0.639424492631083,0.29322273586721165,0.48255534823650736,0,Default series,1,1,2e-06
829,93.949844,253.76243599999998,-107.96,0.43100542399893277,0.5690591658640165,0.5242014680824577,0,Default series,1,1,2e-06
830,232.0,22.0,-113.301,0.6042800876977916,0.27816084803865815,0.5174976728414323,0,Default series,1,1,2e-06
831,177.992416,79.53645300000001,-118.00299999999999,0.5364920733561934,0.3503781481335614,0.5115959231272774,0,Default series,1,1,2e-06
832,7.9973399999999994,55.9874,-106.98200000000001,0.32312150951299173,0.32082038190400636,0.5254290119404847,0,Default series,1,1,2e-06
833,75.935349,117.693802,-136.715,0.408394398750763,0.3982716240063086,0.48810941937328645,0,Default series,1,1,2e-06
834,57.942612,12.044786,-114.02,0.385810683215541,0.26566548832388776,0.5165952147290381,0,Default series,1,1,2e-06
835,286.0,129.59758,-138.0,0.6720585829262823,0.4132127380873088,0.4864965422183122,0,Default series,1,1,2e-06
836,109.95221699999999,336.050018,-100.01700000000001,0.4510909195919888,0.6723430266779244,0.534171182667641,0,Default series,1,1,2e-06
837,61.955814000000004,85.732292,-142.02,0.3908478830786516,0.3581549008020428,0.4814508097957467,0,Default series,1,1,2e-06
838,155.934204,384.58108500000003,-140.023,0.5088055471193225,0.7332571506240922,0.48395735896188186,0,Default series,1,1,2e-06
840,161.980942,67.431877,-152.007,0.5163951545763767,0.33518500097321136,0.46891555365043314,0,Default series,1,1,2e-06
841,208.0,124.383881,-108.0,0.5741563120406847,0.40666872562815537,0.5241512617896958,0,Default series,1,1,2e-06
842,25.993132,107.967468,-162.55200000000002,0.34570905955382336,0.38606354469872145,0.45567991972109173,0,Default series,1,1,2e-06
843,142.313019,75.8321,-104.012,0.4917088170724912,0.3457286023532809,0.5291568291780517,0,Default series,1,1,2e-06
845,190.36321999999998,16.0,-158.0,0.5520193785392785,0.2706299041243815,0.4613933958373897,0,Default series,1,1,2e-06
846,234.000015,82.0,-108.26100000000001,0.6067904211632437,0.3534702871814255,0.5238236657294247,0,Default series,1,1,2e-06
847,200.587845,38.0,-98.0,0.5648528914425304,0.2982433651433961,0.536702834980157,0,Default series,1,1,2e-06
848,83.930908,13.672746,-114.947,0.4184300831494781,0.26770883423300207,0.5154316838942824,0,Default series,1,1,2e-06
849,84.29124499999999,355.92572,-126.006,0.41888236277235125,0.6972901595144041,0.5015508991029514,0,Default series,1,1,2e-06
850,238.56236299999998,98.0,-110.0,0.6125168856474791,0.37355280428616344,0.5216409471516036,0,Default series,1,1,2e-06
851,27.987059000000002,79.938705,-164.024,0.3482117516215171,0.3508830376754623,0.4538323281474559,0,Default series,1,1,2e-06
852,256.0,88.0,-103.32799999999999,0.6344038633548986,0.36100123109570226,0.5300153567842794,0,Default series,1,1,2e-06
853,120.735519,365.741302,-102.01899999999999,0.4646256600207735,0.7096102591024015,0.5316583577149107,0,Default series,1,1,2e-06
854,191.99496499999998,120.331398,-128.002,0.5540674752188454,0.4015822219303954,0.49904560509413526,0,Default series,1,1,2e-06
855,252.0,64.0,-126.806,0.6293832340787141,0.33087745543859526,0.5005467732477145,0,Default series,1,1,2e-06
856,254.0,189.10476699999998,-136.0,0.6318935487168064,0.487903619386205,0.4890068568564044,0,Default series,1,1,2e-06
857,187.997772,91.989471,-157.567,0.5490503691692554,0.36600864482047446,0.4619368789565367,0,Default series,1,1,2e-06
858,106.470184,37.645718,-136.026,0.4467204203868787,0.29779868549808985,0.4889742227661092,0,Default series,1,1,2e-06
860,288.0,38.0,-153.811,0.6745688975643744,0.2982433651433961,0.4666512498468739,0,Default series,1,1,2e-06
861,183.27813700000002,51.991821,-150.001,0.5431264847557793,0.3158053016783294,0.47143339923243965,0,Default series,1,1,2e-06
862,81.965096,266.52243,-128.012,0.4159626798298094,0.5850749657241011,0.49903305352094485,0,Default series,1,1,2e-06
863,18.0,192.77606200000002,-132.0,0.33567642142192156,0.49251167217583247,0.4940274861325889,0,Default series,1,1,2e-06
864,158.61840800000002,151.792465,-144.015,0.5121746454157353,0.44107081044044577,0.47894677094424976,0,Default series,1,1,2e-06
865,121.14881100000001,121.63874799999999,-136.02700000000002,0.46514440649947675,0.4032231518514503,0.4889729676087901,0,Default series,1,1,2e-06
866,79.930679,7.67166,-115.816,0.41340916644226755,0.2601765272178769,0.5143409521840313,0,Default series,1,1,2e-06
870,28.842465999999998,107.96026599999999,-164.003,0.34928542197833035,0.38605450505570965,0.45385868645115585,0,Default series,1,1,2e-06
871,237.997559,327.988403,-92.7933,0.6118079677730526,0.6622244316073425,0.5432380625932345,0,Default series,1,1,2e-06
873,115.22268700000001,133.62149,-132.028,0.45770618858730183,0.41826337817499165,0.4939923417276556,0,Default series,1,1,2e-06
874,107.929359,25.665432,-129.763,0.44855191456789784,0.28276154184092406,0.49683527305529507,0,Default series,1,1,2e-06
876,92.06002,82.953331,-160.132,0.42863339757362373,0.35466686756354904,0.4587174004331834,0,Default series,1,1,2e-06
877,143.953781,89.303391,-120.016,0.49376823150560395,0.36263719184893106,0.5090692914440376,0,Default series,1,1,2e-06
878,137.954575,87.784882,-107.368,0.48623828418623855,0.36073122416354364,0.524944521215333,0,Default series,1,1,2e-06
880,137.808716,282.11669900000004,-123.804,0.4860552081948398,0.6046482265946252,0.5043147555194909,0,Default series,1,1,2e-06
881,41.961987,17.819945999999998,-170.933,0.3657524847838596,0.27291422266655013,0.44516044623016626,0,Default series,1,1,2e-06
884,163.975845,109.885582,-108.28299999999999,0.5188990716776138,0.38847107952458626,0.5237960522684058,0,Default series,1,1,2e-06
886,87.93564599999999,15.447676000000001,-110.023,0.4234566593610402,0.26993665061329664,0.5216120785332655,0,Default series,1,1,2e-06
887,290.0,126.813217,-142.0,0.6770792122024667,0.4097179244889776,0.48147591294212766,0,Default series,1,1,2e-06
888,100.093712,355.83685299999996,-116.012,0.438716944886386,0.6971786174489324,0.5140949413494983,0,Default series,1,1,2e-06
889,41.962181,29.820873,-166.68599999999998,0.36575272828437955,0.2879772740259384,0.4504910993641551,0,Default series,1,1,2e-06
890,17.999779,147.998947,-160.776,0.33567614403215407,0.43630934855781256,0.4579090791197177,0,Default series,1,1,2e-06
891,294.0,16.0,-154.607,0.6820998414786512,0.2706299041243815,0.4656521446209132,0,Default series,1,1,2e-06
892,230.0,23.529335,-82.0,0.6017697730596994,0.2800804040571816,0.556785352084895,0,Default series,1,1,2e-06
893,132.27702299999999,115.705666,-114.022,0.4791120632391736,0.3957762005546495,0.5165927044144001,0,Default series,1,1,2e-06
894,151.982193,25.915684,-162.683,0.5038451515877217,0.28307564747033,0.45551549411229675,0,Default series,1,1,2e-06
895,248.0,47.168628999999996,-120.0,0.6243626048025296,0.30975143693836465,0.5090893739611424,0,Default series,1,1,2e-06
899,275.063171,326.0,-152.0,0.6583311419597764,0.6597286730286792,0.4689243397516665,0,Default series,1,1,2e-06
901,67.999275,377.996582,-138.935,0.3984333773851714,0.724992563491361,0.485322970125004,0,Default series,1,1,2e-06
903,20.518964999999998,101.974777,-158.002,0.3388381187780926,0.3785417747292896,0.4613908855227516,0,Default series,1,1,2e-06
904,25.988203,69.944122,-168.153,0.3457028728833978,0.3383382636721983,0.44864978357711444,0,Default series,1,1,2e-06
905,262.0,100.0,-101.661,0.6419348072691753,0.3760631189242557,0.5321077040351292,0,Default series,1,1,2e-06
906,264.055847,78.0,-148.0,0.6445152186780644,0.34844965790524096,0.47394496902785094,0,Default series,1,1,2e-06
907,54.0,396.0,-134.974,0.380862084907582,0.7475896853619077,0.49029464826574576,0,Default series,1,1,2e-06
908,131.94487,90.225891,-112.01899999999999,0.4786951589701805,0.3637950744757511,0.5191067845244495,0,Default series,1,1,2e-06
909,177.930771,369.672089,-96.9934,0.5364146991832608,0.7145440151750628,0.5379662763375088,0,Default series,1,1,2e-06
910,46.863876,151.894119,-134.00799999999998,0.37190512663936126,0.4411984022025561,0.4915071302359443,0,Default series,1,1,2e-06
911,31.987517999999998,97.94088,-164.422,0.353232957014911,0.37347859938546146,0.45333277553447554,0,Default series,1,1,2e-06
912,29.965158000000002,3.834981,-161.248,0.35069457705916485,0.2553608914901963,0.4573166448651279,0,Default series,1,1,2e-06
913,208.719406,36.0,-116.0,0.5750592797469505,0.29573305050530385,0.5141100032373268,0,Default series,1,1,2e-06
914,49.970543,107.86045800000001,-159.91899999999998,0.37580448246225034,0.38592923031401033,0.45898474894214025,0,Default series,1,1,2e-06
916,222.0,22.0,-83.2587,0.5917285145073304,0.27816084803865815,0.5552054855674116,0,Default series,1,1,2e-06
917,45.947712,14.006404999999999,-124.01799999999999,0.3707551966893147,0.2681276287689177,0.504046151853215,0,Default series,1,1,2e-06
920,186.61798100000001,149.958649,-98.0031,0.5473185143968515,0.43876908286626193,0.536698943992468,0,Default series,1,1,2e-06
921,244.0,187.19683799999999,-136.0,0.6193419755263452,0.4855088683376347,0.4890068568564044,0,Default series,1,1,2e-06
922,185.991043,118.667351,-130.003,0.5465316085775633,0.3994935811591086,0.49653403529872403,0,Default series,1,1,2e-06
924,225.999985,59.729198,-96.0,0.5967491249561552,0.3255169270500985,0.5392131496182493,0,Default series,1,1,2e-06
925,231.99404900000002,331.971832,-92.2159,0.6042726182565861,0.6672242616715931,0.5439627904292517,0,Default series,1,1,2e-06
926,0.47097100000000003,45.998226,-176.0,0.3136747323767999,0.3082823970466811,0.43880056409455953,0,Default series,1,1,2e-06
928,113.943352,35.731689,-164.718,0.45610042189853994,0.29539627798987333,0.4529612489680379,0,Default series,1,1,2e-06
930,117.928947,91.99668100000001,-148.025,0.4611029706335436,0.3660176945047448,0.47391359009487477,0,Default series,1,1,2e-06
931,125.930275,98.297455,-130.024,0.47114589603483226,0.3739261571065003,0.496507676995024,0,Default series,1,1,2e-06
933,49.722511,217.95001200000002,-138.004,0.3754931632820927,0.5241089397676336,0.48649152158903597,0,Default series,1,1,2e-06
935,256.0,237.643417,-142.0,0.6344038633548986,0.5488272611903231,0.48147591294212766,0,Default series,1,1,2e-06
936,292.0,170.0,-145.452,0.679589526840559,0.4639241312574842,0.47714310987678044,0,Default series,1,1,2e-06
937,97.33609799999999,133.711594,-100.021,0.435255705491182,0.418376472870067,0.5341661620383649,0,Default series,1,1,2e-06
938,161.973099,115.87262,-106.29299999999999,0.5163853103775234,0.39598575408969355,0.5262938153333075,0,Default series,1,1,2e-06
939,81.93113699999999,120.199799,-140.024,0.4159200559424119,0.4014170444823662,0.4839561038045628,0,Default series,1,1,2e-06
940,284.0,36.0,-153.628,0.66954826828819,0.29573305050530385,0.46688094363625937,0,Default series,1,1,2e-06
941,121.83391599999999,229.340851,-111.84,0.4660043210545418,0.5384062347085595,0.5193314576845587,0,Default series,1,1,2e-06
943,171.99430800000002,39.973007,-154.403,0.5289635041995644,0.3007197993199754,0.46590819671399863,0,Default series,1,1,2e-06
944,224.0,56.019344,-90.0,0.5942388291454227,0.3208604766494059,0.546744093532526,0,Default series,1,1,2e-06
945,167.988586,89.94593,-97.7093,0.5239356929132003,0.3634436793775536,0.5370677092128038,0,Default series,1,1,2e-06
948,276.0,159.57128899999998,-142.0,0.659507009735821,0.45083445831761737,0.48147591294212766,0,Default series,1,1,2e-06
949,109.932053,88.464897,-158.024,0.4510656105998076,0.36158474996785483,0.4613632720617326,0,Default series,1,1,2e-06
950,149.922928,295.633911,-105.928,0.5012604500511162,0.6216144541695233,0.5267519477547594,0,Default series,1,1,2e-06
951,111.93551599999999,25.694589999999998,-154.108,0.45358027184769567,0.2827981397180328,0.46627846812311724,0,Default series,1,1,2e-06
953,250.0,127.373299,-150.0,0.6268729194406218,0.4104209155105436,0.4714346543897587,0,Default series,1,1,2e-06
955,254.0,144.0,-140.385,0.6318935487168064,0.43129004096228507,0.48350299201238717,0,Default series,1,1,2e-06
956,171.99191299999998,67.961678,-160.515,0.5289604980977852,0.3358499845759993,0.45823667517998873,0,Default series,1,1,2e-06
957,31.982196999999996,67.91568000000001,-167.09400000000002,0.35322627832281633,0.33579224984963785,0.44997899517798423,0,Default series,1,1,2e-06
958,68.075653,87.717926,-150.02100000000002,0.3985292437908855,0.36064718385008965,0.4714082960860587,0,Default series,1,1,2e-06
959,282.0,156.0,-152.89,0.6670379536500978,0.4463519287908385,0.4678072497377154,0,Default series,1,1,2e-06
960,275.631348,40.0,-156.0,0.6590442934798401,0.30075367978148837,0.46390371047548196,0,Default series,1,1,2e-06
961,157.951553,156.702866,-122.01700000000001,0.5113376374817428,0.44723413619504715,0.5065577216486263,0,Default series,1,1,2e-06
965,278.0,190.0,-103.01799999999999,0.6620173243739133,0.48902727763840664,0.5304044555531836,0,Default series,1,1,2e-06
968,42.0,396.0,-135.457,0.36580019707902856,0.7475896853619077,0.48968840728064644,0,Default series,1,1,2e-06
969,208.0,98.0,-160.491,0.5741563120406847,0.37355280428616344,0.4582667989556458,0,Default series,1,1,2e-06
970,67.94371,49.733406,-108.198,0.3983636345687386,0.31297063556163585,0.5239027406405247,0,Default series,1,1,2e-06
971,187.36145,85.984116,-142.001,0.5482516849536854,0.3584709795387543,0.48147465778480864,0,Default series,1,1,2e-06
