,X,Y,Z,X_r,Y_r,Z_r,surface,series,id,order_series,smooth
2692,216.0,162.0,-100.708,0.5841975705930538,0.45388287270511524,0.5333038689601801,0,Default series,1,1,2e-06
2693,234.15750099999997,16.0,-146.0,0.6069880908687909,0.2706299041243815,0.4764552836659432,0,Default series,1,1,2e-06
2694,165.96575900000002,151.837753,-111.111,0.5213967267989862,0.4411276540051107,0.5202464673701434,0,Default series,1,1,2e-06
2695,195.733734,18.0,-136.0,0.5587602184934182,0.2731402187624737,0.4890068568564044,0,Default series,1,1,2e-06
2696,66.751419,43.670521,-146.024,0.39686712179365574,0.30536076107935084,0.47642515989028605,0,Default series,1,1,2e-06
2697,57.678474,17.687519,-130.023,0.3854791484716028,0.2727480059482609,0.4965089321523431,0,Default series,1,1,2e-06
2698,138.593445,226.40707400000002,-115.47,0.4870401665426575,0.5347238830345604,0.5147752366164213,0,Default series,1,1,2e-06
2700,67.946556,101.746887,-154.453,0.3983672067464686,0.3782557369278522,0.4658454388480463,0,Default series,1,1,2e-06
2701,177.99856599999998,27.993195,-157.264,0.5364997925737056,0.2856832506073788,0.46231719162420765,0,Default series,1,1,2e-06
2702,266.0,54.0,-133.339,0.6469554365453598,0.3183258822481341,0.49234683048238614,0,Default series,1,1,2e-06
2703,60.967422,19.670351,-134.024,0.38960729562576496,0.2752367720454997,0.49148704771883955,0,Default series,1,1,2e-06
2704,128.311417,55.741112,-120.01899999999999,0.4741346038438204,0.3205112517182131,0.5090655259720804,0,Default series,1,1,2e-06
2705,288.0,164.94889799999999,-126.0,0.6745688975643744,0.45758420361293567,0.5015584300468656,0,Default series,1,1,2e-06
2706,222.0,178.46881100000002,-144.0,0.5917285145073304,0.47455382136775254,0.4789655983040354,0,Default series,1,1,2e-06
2707,244.0,92.0,-102.075,0.6193419755263452,0.3660218603718867,0.5315880689050441,0,Default series,1,1,2e-06
2708,153.920975,386.328125,-116.02799999999999,0.5062786280050565,0.7354499606667585,0.5140748588323936,0,Default series,1,1,2e-06
2709,208.783173,44.0,-82.0,0.575139317363714,0.3057743090576729,0.556785352084895,0,Default series,1,1,2e-06
2710,221.99791000000002,178.962143,-133.982,0.5917258912285337,0.47517303063827215,0.49153976432623947,0,Default series,1,1,2e-06
2711,83.48009499999999,27.731828999999998,-102.02,0.417864241913007,0.285355195159529,0.5316571025575916,0,Default series,1,1,2e-06
2712,149.060303,75.848083,-110.01100000000001,0.500177719968774,0.3457486635327112,0.521627140421094,0,Default series,1,1,2e-06
2713,65.353477,67.713234,-120.021,0.39511248466075377,0.33553814827102624,0.5090630156574424,0,Default series,1,1,2e-06
2714,231.99029500000003,349.954041,-96.801,0.6042679063960104,0.6897947629105601,0.5382077686056933,0,Default series,1,1,2e-06
2717,208.0,78.0,-111.32600000000001,0.5741563120406847,0.34844965790524096,0.5199766085465484,0,Default series,1,1,2e-06
2718,177.991638,77.172073,-134.003,0.5364910968437993,0.3474104792715551,0.4915134060225395,0,Default series,1,1,2e-06
2719,181.971359,217.864304,-148.593,0.5414862727847107,0.5240013627441328,0.4732006607376566,0,Default series,1,1,2e-06
2721,214.00465400000002,133.23370400000002,-103.994,0.5816930974571244,0.4177766457388681,0.5291794220097946,0,Default series,1,1,2e-06
2723,23.999542,161.997833,-163.834,0.3432067904741462,0.4538801527792049,0.45407080803807465,0,Default series,1,1,2e-06
2724,124.05899,89.694824,-116.023,0.468797138971061,0.36312850184379725,0.5140811346189887,0,Default series,1,1,2e-06
2725,92.870522,9.644352,-126.02600000000001,0.42965070509102526,0.2626525660199006,0.5015257959565704,0,Default series,1,1,2e-06
2726,27.912803999999998,83.92227199999999,-148.006,0.3481185499147913,0.35588304095142287,0.4739374380839367,0,Default series,1,1,2e-06
2727,292.0,172.0,-158.60299999999998,0.679589526840559,0.4664344458955765,0.46063653597400495,0,Default series,1,1,2e-06
2728,73.93849200000001,123.708679,-129.39,0.4058880290721245,0.4058212408960208,0.4973034467352993,0,Default series,1,1,2e-06
2730,195.999649,83.141052,-140.0,0.5590939836519123,0.3549024869506377,0.4839862275802199,0,Default series,1,1,2e-06
2731,175.99736000000001,32.693314,-156.001,0.5339879642158866,0.2915826393706165,0.46390245531816293,0,Default series,1,1,2e-06
2732,155.302795,23.930897,-162.005,0.5080130294916608,0.28058442754053237,0.45636649077461,0,Default series,1,1,2e-06
2733,213.197586,173.13320900000002,-109.49799999999999,0.5806801001499564,0.46785680146593545,0.5222710361257648,0,Default series,1,1,2e-06
2735,54.0,368.0,-140.336,0.380862084907582,0.7124452804286163,0.4835644947210204,0,Default series,1,1,2e-06
2736,240.0,137.906601,-140.0,0.6143213462501607,0.4236418666095667,0.4839862275802199,0,Default series,1,1,2e-06
2737,39.957493,6.968310000000001,-116.015,0.3632365294687756,0.2592937123175258,0.5140911758775412,0,Default series,1,1,2e-06
2738,92.582802,5.651433,-124.02600000000001,0.42928957122718936,0.25764082451269227,0.5040361105946627,0,Default series,1,1,2e-06
2740,173.358551,79.947319,-150.004,0.5306758437859718,0.35089384960060854,0.4714296337604825,0,Default series,1,1,2e-06
2741,212.17265299999997,108.0,-156.0,0.5793936479934745,0.3861043774766246,0.46390371047548196,0,Default series,1,1,2e-06
2742,243.633652,179.07617199999999,-110.729,0.6188821511528273,0.4753161549722057,0.5207259374660189,0,Default series,1,1,2e-06
2743,107.683357,15.665923999999999,-138.025,0.44824314335709786,0.27021058618786375,0.486465163285336,0,Default series,1,1,2e-06
2744,157.99041699999998,19.954655,-168.753,0.5113864179157902,0.2755936182919338,0.4478966891856868,0,Default series,1,1,2e-06
2745,113.96530200000001,375.835663,-144.018,0.456127972601693,0.7222802701926452,0.47894300547229257,0,Default series,1,1,2e-06
2747,165.993805,26.963326000000002,-164.002,0.5214319289411562,0.2843906029943701,0.45385994160847487,0,Default series,1,1,2e-06
2749,147.940765,158.763855,-118.021,0.4987725236541237,0.44982100162287075,0.5115733302955346,0,Default series,1,1,2e-06
2750,258.0,300.0,-147.958,0.6369141779929908,0.6270945827334801,0.47399768563525085,0,Default series,1,1,2e-06
2752,101.103966,5.652973,-146.026,0.43998497258858166,0.2576427574549636,0.47642264957564795,0,Default series,1,1,2e-06
2753,40.048084,133.914307,-120.006,0.3633502354254653,0.41863090957568283,0.509081843017228,0,Default series,1,1,2e-06
2755,228.0,54.462444,-88.0,0.5992594584216072,0.3189063222193831,0.5492544081706182,0,Default series,1,1,2e-06
2756,27.997751,181.989349,-126.19,0.34822517176357226,0.4789726504054325,0.5013199501562469,0,Default series,1,1,2e-06
2757,103.951332,275.769501,-147.399,0.4435588648634847,0.5966814945694903,0.47469931857659764,0,Default series,1,1,2e-06
2759,162.13249199999998,79.891083,-122.008,0.5165853736680782,0.3508232645736147,0.5065690180644977,0,Default series,1,1,2e-06
2761,258.0,8.0,-155.6,0.6369141779929908,0.26058864557201245,0.4644057734031004,0,Default series,1,1,2e-06
2762,169.990891,80.603462,-100.00299999999999,0.5264489006889129,0.35171741228939946,0.5341887548701076,0,Default series,1,1,2e-06
2764,25.999992000000002,203.999969,-100.603,0.345717669933032,0.5065994411951754,0.53343566047868,0,Default series,1,1,2e-06
2765,203.109695,86.0,-124.0,0.5680182099275669,0.35849091645761,0.5040687446849579,0,Default series,1,1,2e-06
2766,254.0,60.0,-108.743,0.6318935487168064,0.3258568261624108,0.5232186799016445,0,Default series,1,1,2e-06
2767,73.933052,23.682920000000003,-114.684,0.4058812010163089,0.28027317739402724,0.5157617902691916,0,Default series,1,1,2e-06
2768,268.0,14.0,-155.366,0.6494657511834521,0.2681195894862892,0.4646994802157572,0,Default series,1,1,2e-06
2769,5.996099,58.662838,-128.001,0.3206096372246665,0.3241784774913604,0.49904686025145434,0,Default series,1,1,2e-06
2770,107.034508,41.651203,-146.026,0.44742873578579206,0.3028261993121693,0.47642264957564795,0,Default series,1,1,2e-06
2771,3.994656,7.97469,-173.965,0.3180975113945629,0.26055687754026746,0.44135480923881837,0,Default series,1,1,2e-06
2772,282.0,217.999985,-146.839,0.6670379536500978,0.5241716637443383,0.4754022066752635,0,Default series,1,1,2e-06
2773,77.95665699999999,171.794693,-156.984,0.41093145828100947,0.466176753311875,0.46266863567354055,0,Default series,1,1,2e-06
2774,232.0,54.0,-125.73200000000001,0.6042800876977916,0.3183258822481341,0.50189481220837,0,Default series,1,1,2e-06
2775,123.953842,17.781368,-162.924,0.46866516168927796,0.272865801207496,0.45521300119840663,0,Default series,1,1,2e-06
2776,268.419983,156.0,-136.0,0.6499928959197769,0.4463519287908385,0.4890068568564044,0,Default series,1,1,2e-06
2777,208.0,11.550066000000001,-126.0,0.5741563120406847,0.2650445368950093,0.5015584300468656,0,Default series,1,1,2e-06
2778,63.999462,361.997437,-141.05,0.39341298282340553,0.7049111195461308,0.48266831239522145,0,Default series,1,1,2e-06
2779,270.0,127.267204,-148.0,0.6519760658215443,0.41028774959477937,0.47394496902785094,0,Default series,1,1,2e-06
2780,204.0,26.605079999999997,-96.0,0.5691356827645002,0.2839409479054511,0.5392131496182493,0,Default series,1,1,2e-06
2782,99.767395,127.628716,-124.02799999999999,0.4383073657155069,0.41074150402750237,0.5040336002800245,0,Default series,1,1,2e-06
2783,272.0,79.362686,-134.0,0.6544863804596366,0.3501600432117027,0.49151717149449664,0,Default series,1,1,2e-06
2784,75.107872,41.731148,-104.02,0.40735578493787067,0.3029265428640404,0.5291467879194994,0,Default series,1,1,2e-06
2785,16.0,232.0,-156.247,0.33316610678382935,0.5417438850383438,0.4635936866176775,0,Default series,1,1,2e-06
2786,288.0,152.0,-150.541,0.6745688975643744,0.441331299514654,0.4707556142801547,0,Default series,1,1,2e-06
2787,10.812844,75.987091,-110.001,0.3266554099653953,0.3459231404413172,0.5216396919942845,0,Default series,1,1,2e-06
2788,145.888702,331.041229,-119.98299999999999,0.49619686176053,0.6660562085050168,0.5091107116355661,0,Default series,1,1,2e-06
2790,-5.6999999999999996e-05,91.999725,-128.994,0.31308351813512425,0.36602151520362397,0.49780048903364155,0,Default series,1,1,2e-06
2791,194.314728,12.0,-150.0,0.5569791427267478,0.26560927484819696,0.4714346543897587,0,Default series,1,1,2e-06
2794,53.973011,158.794754,-144.009,0.38082820946669826,0.44985978472887195,0.478954301888164,0,Default series,1,1,2e-06
2795,13.79446,75.973114,-120.00200000000001,0.33039780711038036,0.3459055971074689,0.5090868636465042,0,Default series,1,1,2e-06
2796,27.963321999999998,0.5737220000000001,-152.013,0.34818195795223483,0.2512674983870413,0.4689080227065188,0,Default series,1,1,2e-06
2798,212.0,3.193315,-144.0,0.5791769413168693,0.2545554997139133,0.4789655983040354,0,Default series,1,1,2e-06
2800,292.0,5.444559,-156.0,0.679589526840559,0.25738116509747194,0.46390371047548196,0,Default series,1,1,2e-06
2801,32.0,238.000015,-156.769,0.3532486238885673,0.5492748477799803,0.4629384944971355,0,Default series,1,1,2e-06
2803,284.0,323.348206,-154.0,0.66954826828819,0.6564002543809766,0.4664140251135742,0,Default series,1,1,2e-06
2804,240.0,70.462402,-128.0,0.6143213462501607,0.3389887866075136,0.49904811540877336,0,Default series,1,1,2e-06
2805,125.95587900000001,23.791012,-164.351,0.47117803308282913,0.28040884985895764,0.4534218917041278,0,Default series,1,1,2e-06
2806,183.845718,55.989662,-142.001,0.5438388882020807,0.32082322106986205,0.48147465778480864,0,Default series,1,1,2e-06
2807,65.99797099999999,339.990387,-146.791,0.3959214260219351,0.677288809668017,0.4754624542265777,0,Default series,1,1,2e-06
2808,18.0,190.0,-163.858,0.33567642142192156,0.48902727763840664,0.4540406842624175,0,Default series,1,1,2e-06
2810,117.95156100000001,61.770596,-99.0805,0.4611313547611565,0.32807920269088464,0.5353466374969277,0,Default series,1,1,2e-06
2811,153.945755,160.568298,-134.019,0.5063097308034225,0.4520858614611223,0.49149332350543473,0,Default series,1,1,2e-06
2813,107.938911,169.982529,-160.02100000000002,0.44856390383060935,0.4639022024039632,0.4588567228955975,0,Default series,1,1,2e-06
2814,114.74391200000001,45.727097,-164.02,0.45710525064187557,0.3079420874979255,0.45383734877673204,0,Default series,1,1,2e-06
2815,266.0,4.0,-154.465,0.6469554365453598,0.255568016295828,0.4658303769602178,0,Default series,1,1,2e-06
2816,165.99675,1.984525,-166.077,0.5214356253794608,0.2530382780982235,0.45125549017145417,0,Default series,1,1,2e-06
2818,234.23466499999998,165.026993,-102.64,0.6070849438281578,0.4576822251237666,0.5308789050197831,0,Default series,1,1,2e-06
2819,201.710571,46.0,-106.0,0.5662620891987138,0.3082846236957651,0.5266615764277881,0,Default series,1,1,2e-06
2820,5.998324,57.992062,-169.231,0.3206124299497014,0.32333654808552,0.44729672398718273,0,Default series,1,1,2e-06
2821,190.13777199999998,41.999901,-148.0,0.5517364058320141,0.303263870159006,0.47394496902785094,0,Default series,1,1,2e-06
2823,216.0,120.0,-148.306,0.5841975705930538,0.4011662653051781,0.4735608908882228,0,Default series,1,1,2e-06
2824,271.635193,46.0,-142.0,0.6540284902835474,0.3082846236957651,0.48147591294212766,0,Default series,1,1,2e-06
2825,208.0,85.17517099999999,-142.0,0.5741563120406847,0.35745562630129846,0.48147591294212766,0,Default series,1,1,2e-06
2826,238.0,56.809493999999994,-104.0,0.6118110316120684,0.32185223920505024,0.5291718910658803,0,Default series,1,1,2e-06
2828,256.0,35.504742,-138.0,0.6344038633548986,0.29511142380178773,0.4864965422183122,0,Default series,1,1,2e-06
2832,177.99633799999998,83.36125899999999,-96.0013,0.5364969960831987,0.3551788813783929,0.5392115179137346,0,Default series,1,1,2e-06
2835,258.00201400000003,149.34053,-130.001,0.6369167058798314,0.4379932462793704,0.4965365456133621,0,Default series,1,1,2e-06
2837,198.0,45.657051,-120.0,0.5616047388502236,0.3078541687483556,0.5090893739611424,0,Default series,1,1,2e-06
2838,270.0,102.0,-97.331,0.6519760658215443,0.3785734335623479,0.5375425352265989,0,Default series,1,1,2e-06
2839,43.99472,175.974991,-87.0428,0.3683038844864762,0.4714236849423689,0.5504558447564092,0,Default series,1,1,2e-06
2840,37.967009999999995,35.843758,-165.053,0.3607381601628887,0.29553694221546145,0.45254077126615744,0,Default series,1,1,2e-06
2841,212.0,10.155166,-128.0,0.5791769413168693,0.2632937179506718,0.49904811540877336,0,Default series,1,1,2e-06
2842,247.44363399999997,106.00000800000001,-120.0,0.6236642779455612,0.38359407287979097,0.5090893739611424,0,Default series,1,1,2e-06
2843,101.922783,125.634277,-119.33,0.44101271673909104,0.4082381693192613,0.5099303293649032,0,Default series,1,1,2e-06
2844,89.928329,9.660553,-119.331,0.425957790013029,0.2626729008236265,0.5099290742075842,0,Default series,1,1,2e-06
2845,220.0,104.894524,-134.0,0.5892181998692382,0.3822065165461026,0.49151717149449664,0,Default series,1,1,2e-06
2846,158.573608,13.959309,-168.003,0.5121184143678421,0.2680685158798199,0.4488380571749714,0,Default series,1,1,2e-06
2847,134.09745800000002,149.663376,-122.025,0.48139699555327137,0.4383984687991952,0.5065476803900739,0,Default series,1,1,2e-06
2848,79.941078,59.720913,-104.304,0.4134222188232283,0.3255065280717102,0.5287903232408903,0,Default series,1,1,2e-06
2849,274.0,191.263977,-140.0,0.6569966950977288,0.4906137676210626,0.4839862275802199,0,Default series,1,1,2e-06
2850,107.386902,33.652423999999996,-134.026,0.44787104569408004,0.2927864733068869,0.49148453740420145,0,Default series,1,1,2e-06
2851,268.0,36.0,-159.245,0.6494657511834521,0.29573305050530385,0.4598307249751773,0,Default series,1,1,2e-06
2852,139.954437,58.725559,-132.016,0.4887484256126208,0.32425720221356835,0.4940074036154842,0,Default series,1,1,2e-06
2853,53.956134999999996,61.792248,-163.37,0.380807027431782,0.3281063793571566,0.45465320103411205,0,Default series,1,1,2e-06
2854,200.000015,86.0,-158.946,0.5641150723156756,0.35849091645761,0.4602060170135721,0,Default series,1,1,2e-06
2855,1.270326,86.0,-98.0,0.31467804865556603,0.35849091645761,0.536702834980157,0,Default series,1,1,2e-06
2856,194.0,46.476734,-116.0,0.556584109574039,0.30888299986510326,0.5141100032373268,0,Default series,1,1,2e-06
2857,113.942856,43.729343,-109.28399999999999,0.4560997993405097,0.3054345919431718,0.5225396397920405,0,Default series,1,1,2e-06
2858,298.0,116.0,-151.756,0.6871204707548357,0.39614563602899366,0.4692305981375137,0,Default series,1,1,2e-06
2859,272.0,70.0,-156.44899999999998,0.6544863804596366,0.33840839935287204,0.46334014483923025,0,Default series,1,1,2e-06
2860,11.999999,148.0,-159.844,0.3281454762524876,0.43631067023846953,0.4590788857410687,0,Default series,1,1,2e-06
2861,183.785645,156.647675,-103.883,0.5437634871364537,0.4471648628074517,0.5293187444722087,0,Default series,1,1,2e-06
2862,119.936523,46.873940000000005,-126.022,0.4636227943434849,0.3093815558831723,0.5015308165858466,0,Default series,1,1,2e-06
2863,65.946175,111.46900900000001,-144.019,0.3958564138934378,0.39045852951281157,0.47894175031497355,0,Default series,1,1,2e-06
2864,93.923851,85.60189100000001,-120.027,0.4309727986947388,0.3579912270324819,0.5090554847135281,0,Default series,1,1,2e-06
2865,113.924347,299.498962,-137.9,0.4560765676336915,0.6264657012206598,0.48662205795021674,0,Default series,1,1,2e-06
2866,59.954556000000004,77.78475999999999,-163.561,0.38833598945265196,0.34817949784388946,0.4544134659861742,0,Default series,1,1,2e-06
2867,43.977047,101.891281,-163.451,0.3682817020911767,0.3784369741137786,0.4545515332912693,0,Default series,1,1,2e-06
2868,37.967014,27.843769,-168.541,0.360738165183518,0.28549569746982306,0.44816278253732456,0,Default series,1,1,2e-06
2869,175.993149,77.967567,-159.56799999999998,0.5339826787484161,0.3484089493879124,0.45942530916112545,0,Default series,1,1,2e-06
2870,238.0,102.220421,-128.0,0.6118110316120684,0.3788500965937694,0.49904811540877336,0,Default series,1,1,2e-06
2871,75.697968,165.749268,-122.01899999999999,0.4080964482512105,0.45858879387638063,0.5065552113339883,0,Default series,1,1,2e-06
2872,54.45953000000001,27.750463,-164.019,0.3814388673504032,0.2853785837610121,0.4538386039340511,0,Default series,1,1,2e-06
2873,188.02504,95.98041500000001,-124.001,0.5490845947990313,0.3710179073919777,0.5040674895276388,0,Default series,1,1,2e-06
2874,276.522827,220.0,-148.0,0.660163239871466,0.5266819972097903,0.47394496902785094,0,Default series,1,1,2e-06
2876,154.64858999999998,67.85996999999999,-128.01,0.5071918992977543,0.33572232503539373,0.49903556383558295,0,Default series,1,1,2e-06
2878,214.730042,381.86962900000003,-142.01,0.5826035735144726,0.7298538467804208,0.4814633613689372,0,Default series,1,1,2e-06
2879,9.990163,5.95341,-173.075,0.32562281588700515,0.2580198531544259,0.4424718992527694,0,Default series,1,1,2e-06
2880,262.0,26.0,-158.214,0.6419348072691753,0.28318147731484267,0.46112479217111385,0,Default series,1,1,2e-06
2881,125.933365,91.68441,-122.77600000000001,0.47114977447094814,0.36562574527356895,0.5056050572434703,0,Default series,1,1,2e-06
2882,276.0,146.0,-148.96200000000002,0.659507009735821,0.4338003556003773,0.47273750768692857,0,Default series,1,1,2e-06
2883,254.0,62.000004000000004,-115.68700000000001,0.6318935487168064,0.32836714582113236,0.5145028674781883,0,Default series,1,1,2e-06
2884,133.958435,69.803162,-103.40899999999999,0.4812224998173056,0.3381613366965056,0.5299136890414365,0,Default series,1,1,2e-06
2885,157.385666,33.926018,-158.005,0.5106273602719398,0.29312987681843394,0.4613871200507945,0,Default series,1,1,2e-06
2886,83.928505,1.6613930000000001,-118.801,0.41842706700644045,0.2526326966034055,0.5105943075866787,0,Default series,1,1,2e-06
2887,292.0,189.5,-104.0,0.679589526840559,0.4883996989788836,0.5291718910658803,0,Default series,1,1,2e-06
2888,103.944023,57.734867,-100.463,0.4435496909186398,0.3230137278988479,0.5336113825033464,0,Default series,1,1,2e-06
2889,67.941551,82.628998,-154.02100000000002,0.3983609246840868,0.35425977862479086,0.4663876668098742,0,Default series,1,1,2e-06
2891,225.999985,60.0,-130.77,0.5967491249561552,0.3258568261624108,0.4955713296350156,0,Default series,1,1,2e-06
2894,153.65036,31.913708000000003,-160.006,0.5059389636071628,0.2906041111937443,0.4588755502553832,0,Default series,1,1,2e-06
2895,225.999985,94.948868,-114.0,0.5967491249561552,0.36972315362498764,0.5166203178754191,0,Default series,1,1,2e-06
2896,16.0,195.25882,-132.0,0.33316610678382935,0.49562792405095274,0.4940274861325889,0,Default series,1,1,2e-06
2897,73.941231,37.721641999999996,-106.384,0.4058914669480214,0.2978939820623811,0.5261795960172744,0,Default series,1,1,2e-06
2898,217.997681,229.989044,-143.27700000000002,0.5867049745213231,0.539219818896664,0.47987307704570575,0,Default series,1,1,2e-06
2899,77.943176,53.730872999999995,-103.057,0.4109145375051914,0.31798808552433117,0.5303555044177408,0,Default series,1,1,2e-06
2902,35.050067999999996,223.99504100000001,-108.0,0.35707693906235566,0.5316964021608297,0.5241512617896958,0,Default series,1,1,2e-06
2904,40.962551,11.760263,-146.018,0.3644980353735414,0.26530836719800077,0.47643269083420037,0,Default series,1,1,2e-06
2905,77.954491,149.784439,-98.9806,0.41092873961025644,0.4385504219097109,0.5354720277131004,0,Default series,1,1,2e-06
2906,217.726196,104.0,-134.0,0.5863642181365618,0.38108374820044016,0.49151717149449664,0,Default series,1,1,2e-06
2907,9.995258999999999,62.236053000000005,-118.00200000000001,0.325629212168703,0.32866342445113583,0.5115971782845965,0,Default series,1,1,2e-06
2908,166.18248,223.54478500000002,-145.952,0.5216687457483271,0.5311312600469852,0.4765155312172574,0,Default series,1,1,2e-06
2910,21.979435000000002,3.902596,-172.875,0.34067123838783986,0.2554457589523236,0.44272293071657864,0,Default series,1,1,2e-06
2911,274.0,8.0,-153.308,0.6569966950977288,0.26058864557201245,0.46728259397835414,0,Default series,1,1,2e-06
2912,157.930359,263.670227,-108.90799999999999,0.511311035677523,0.5814950022532459,0.523011578944002,0,Default series,1,1,2e-06
2913,201.995026,179.976456,-147.197,0.5666191249739031,0.4764461530240258,0.47495286035504497,0,Default series,1,1,2e-06
2914,63.94185600000001,35.724613,-164.722,0.3933406782308846,0.2953873964966838,0.4529562283387617,0,Default series,1,1,2e-06
2915,238.0,44.0,-78.6857,0.6118110316120684,0.3057743090576729,0.5609453199874095,0,Default series,1,1,2e-06
2916,15.302238000000001,200.0,-142.0,0.3322903057025771,0.5015788508288679,0.48147591294212766,0,Default series,1,1,2e-06
2918,190.0,6.0,-154.851,0.5515634802978545,0.25807833093392024,0.46534588623506595,0,Default series,1,1,2e-06
2920,288.0,87.083107,-146.0,0.6745688975643744,0.3598503861359701,0.4764552836659432,0,Default series,1,1,2e-06
2921,68.412056,51.665081,-136.025,0.39895148247848455,0.31539519157590423,0.4889754779234282,0,Default series,1,1,2e-06
2923,246.0,36.0,-107.568,0.6218522901644373,0.29573305050530385,0.5246934897515237,0,Default series,1,1,2e-06
2925,113.93701200000001,46.175579,-158.02200000000002,0.45609246420113725,0.3085050029626859,0.46136578237637066,0,Default series,1,1,2e-06
2926,103.96129599999999,357.816681,-115.632,0.4435713712510117,0.6996636130535849,0.5145719011307358,0,Default series,1,1,2e-06
2927,69.451408,79.69232199999999,-126.023,0.40025603274834975,0.35057378824972374,0.5015295614285276,0,Default series,1,1,2e-06
2928,75.942665,59.728432,-104.67200000000001,0.4084035814817092,0.32551596559959206,0.5283284253474813,0,Default series,1,1,2e-06
2930,55.955288,67.788223,-162.77,0.383316278951625,0.33563227126322415,0.4554062954255397,0,Default series,1,1,2e-06
2931,58.2234,61.748978,-156.019,0.38616311632884137,0.32805206869996145,0.4638798624864201,0,Default series,1,1,2e-06
2932,227.69688399999998,172.295532,-106.25299999999999,0.5988790001556872,0.4668053850483888,0.5263440216260694,0,Default series,1,1,2e-06
2934,258.0,106.00000800000001,-101.67,0.6369141779929908,0.38359407287979097,0.5320964076192578,0,Default series,1,1,2e-06
2936,234.965927,22.0,-138.0,0.6080027926795981,0.27816084803865815,0.4864965422183122,0,Default series,1,1,2e-06
2937,272.0,179.755493,-150.0,0.6544863804596366,0.47616880969733744,0.4714346543897587,0,Default series,1,1,2e-06
2938,208.00766000000002,125.589119,-115.98899999999999,0.5741659265457486,0.40818148892504785,0.5141238099678364,0,Default series,1,1,2e-06
2939,133.95640600000002,51.793495,-159.69,0.4812199531031053,0.31555637134787223,0.4592721799682018,0,Default series,1,1,2e-06
2940,119.942276,45.726601,-115.616,0.4636300152635414,0.30794146493989527,0.5145919836478405,0,Default series,1,1,2e-06
2941,252.0,10.0,-157.336,0.6293832340787141,0.2630989602101047,0.46222682029723633,0,Default series,1,1,2e-06
2942,145.936172,162.519363,-126.022,0.49625644407846514,0.454534754975807,0.5015308165858466,0,Default series,1,1,2e-06
2943,265.239532,82.0,-110.0,0.6460009295692595,0.3534702871814255,0.5216409471516036,0,Default series,1,1,2e-06
2944,152.439651,101.827538,-112.01299999999999,0.5044193333445779,0.3783569666207906,0.5191143154683637,0,Default series,1,1,2e-06
2945,153.987778,9.942078,-165.90900000000002,0.5063624762794408,0.2630262589878709,0.45146635660105394,0,Default series,1,1,2e-06
2946,29.962631,3.823008,-154.84,0.3506914052766196,0.25534586349161537,0.46535969296557544,0,Default series,1,1,2e-06
2947,258.0,187.355759,-150.0,0.6369141779929908,0.4857083391939348,0.4714346543897587,0,Default series,1,1,2e-06
2948,133.420853,55.752117000000005,-130.018,0.4805477498354181,0.3205250647245092,0.4965152079389383,0,Default series,1,1,2e-06
2950,119.937172,173.702438,-159.009,0.463623608940585,0.4685712734114987,0.4601269421024722,0,Default series,1,1,2e-06
2951,97.92789499999999,129.15625,-150.025,0.4359985038271215,0.4126587995076942,0.4714032754567825,0,Default series,1,1,2e-06
2952,52.0,362.0,-141.614,0.37835177026948974,0.7049143365143395,0.4819604036672795,0,Default series,1,1,2e-06
2953,276.0,26.0,-155.55200000000002,0.659507009735821,0.28318147731484267,0.4644660209544146,0,Default series,1,1,2e-06
2954,284.0,318.0,-151.004,0.66954826828819,0.6496874144763103,0.4701744764414364,0,Default series,1,1,2e-06
2955,245.1754,108.0,-126.0,0.620817287439152,0.3861043774766246,0.5015584300468656,0,Default series,1,1,2e-06
2957,7.323735000000001,59.977261,-138.002,0.32227602926709564,0.325828285140133,0.4864940319036741,0,Default series,1,1,2e-06
2958,179.97981299999998,165.904358,-150.032,0.5389865692465937,0.4587834562249915,0.47139448935554923,0,Default series,1,1,2e-06
2959,191.995453,145.978561,-96.911,0.5540680877356171,0.4337734462826143,0.5380697013005983,0,Default series,1,1,2e-06
2961,161.959442,149.80789199999998,-140.628,0.5163681686940172,0.4385798591143144,0.48319798878385894,0,Default series,1,1,2e-06
2962,216.0,42.514584,-122.0,0.5841975705930538,0.3039098782934446,0.5065790593230501,0,Default series,1,1,2e-06
2963,10.0,386.0,-131.172,0.32563516286955263,0.7350381121714465,0.4950667563927591,0,Default series,1,1,2e-06
2964,175.961853,229.81935099999998,-147.506,0.5339433973449592,0.5390068274857232,0.47456501674345974,0,Default series,1,1,2e-06
2965,19.002151,85.957176,-134.003,0.336934278584361,0.35843716560057914,0.4915134060225395,0,Default series,1,1,2e-06
2966,114.54353300000001,35.696754,-122.022,0.45685374347344243,0.29535242906893244,0.506551445862031,0,Default series,1,1,2e-06
2967,255.58776899999998,48.0,-124.0,0.6338864485981108,0.31079493833385735,0.5040687446849579,0,Default series,1,1,2e-06
2969,121.95225500000001,19.388185999999997,-164.017,0.46615285511652044,0.27488261058057106,0.4538411142486892,0,Default series,1,1,2e-06
2970,25.978867,19.899901999999997,-171.726,0.34569115473466716,0.27552489466324404,0.44416510647616264,0,Default series,1,1,2e-06
2971,179.995224,103.977409,-94.24700000000001,0.5390059124760376,0.3810553929414456,0.5414134403985371,0,Default series,1,1,2e-06
2972,238.0,64.0,-129.084,0.6118110316120684,0.33087745543859526,0.4976875248749274,0,Default series,1,1,2e-06
